name,url,status
tui da,https://shopee.vn/Balo-Th%E1%BB%9Di-Trang-%C4%90i-H%E1%BB%8Dc-Nam-N%E1%BB%AF-Be-your-style-(-%E1%BA%A3nh-th%E1%BA%ADt-a4)-i.98228316.1872863558,not scraped
